worker id,subset,true rank,noisy rank
26,"[1, 3, 27]","[1, 27, 3]","[27, 1, 3]"
26,"[10, 52, 59]","[52, 59, 10]","[52, 10, 59]"
26,"[15, 20, 50]","[50, 15, 20]","[15, 50, 20]"
26,"[23, 25, 50]","[50, 25, 23]","[23, 25, 50]"
26,"[8, 17, 18]","[17, 8, 18]","[17, 18, 8]"
26,"[14, 56, 57]","[56, 14, 57]","[56, 57, 14]"
26,"[7, 19, 49]","[19, 7, 49]","[19, 49, 7]"
26,"[9, 36, 44]","[36, 9, 44]","[36, 44, 9]"
26,"[12, 44, 52]","[52, 44, 12]","[12, 44, 52]"
26,"[20, 23, 42]","[20, 23, 42]","[42, 23, 20]"
26,"[4, 11, 16]","[4, 16, 11]","[16, 4, 11]"
26,"[0, 13, 43]","[13, 0, 43]","[13, 43, 0]"
26,"[16, 22, 49]","[16, 49, 22]","[49, 16, 22]"
26,"[18, 20, 34]","[34, 20, 18]","[18, 20, 34]"
26,"[33, 38, 50]","[50, 33, 38]","[33, 50, 38]"
26,"[25, 36, 43]","[36, 25, 43]","[36, 43, 25]"
26,"[45, 47, 57]","[45, 47, 57]","[57, 47, 45]"
26,"[10, 16, 29]","[16, 29, 10]","[16, 10, 29]"
26,"[26, 33, 58]","[33, 26, 58]","[33, 58, 26]"
26,"[2, 19, 48]","[48, 19, 2]","[2, 19, 48]"
26,"[17, 39, 56]","[17, 56, 39]","[56, 17, 39]"
26,"[21, 23, 27]","[23, 27, 21]","[23, 21, 27]"
26,"[13, 53, 57]","[13, 57, 53]","[57, 13, 53]"
26,"[0, 14, 39]","[39, 14, 0]","[0, 14, 39]"
26,"[9, 11, 38]","[9, 11, 38]","[38, 11, 9]"
26,"[26, 29, 34]","[34, 29, 26]","[26, 29, 34]"
26,"[29, 48, 50]","[48, 29, 50]","[48, 50, 29]"
26,"[3, 34, 53]","[34, 53, 3]","[3, 53, 34]"
26,"[9, 48, 53]","[48, 9, 53]","[48, 53, 9]"
26,"[22, 34, 53]","[34, 53, 22]","[34, 22, 53]"
26,"[1, 48, 56]","[48, 56, 1]","[48, 1, 56]"
26,"[8, 40, 54]","[40, 54, 8]","[40, 8, 54]"
26,"[11, 29, 44]","[29, 44, 11]","[29, 11, 44]"
26,"[21, 48, 53]","[48, 53, 21]","[48, 21, 53]"
26,"[10, 16, 24]","[16, 10, 24]","[16, 24, 10]"
26,"[6, 31, 38]","[38, 6, 31]","[6, 38, 31]"
26,"[3, 29, 57]","[29, 57, 3]","[29, 3, 57]"
26,"[13, 23, 34]","[34, 13, 23]","[13, 34, 23]"
26,"[4, 46, 57]","[4, 46, 57]","[57, 46, 4]"
26,"[42, 45, 52]","[45, 52, 42]","[45, 52, 42]"
26,"[36, 46, 48]","[48, 36, 46]","[36, 48, 46]"
26,"[15, 34, 36]","[34, 36, 15]","[34, 15, 36]"
26,"[10, 11, 27]","[10, 11, 27]","[27, 11, 10]"
26,"[6, 18, 29]","[29, 6, 18]","[6, 29, 18]"
26,"[22, 37, 53]","[53, 37, 22]","[22, 37, 53]"
26,"[3, 23, 57]","[23, 57, 3]","[23, 3, 57]"
26,"[8, 18, 26]","[8, 18, 26]","[26, 18, 8]"
26,"[15, 22, 29]","[29, 15, 22]","[15, 29, 22]"
26,"[13, 22, 34]","[34, 13, 22]","[13, 34, 22]"
26,"[11, 43, 52]","[52, 11, 43]","[11, 52, 43]"
26,"[24, 28, 56]","[56, 28, 24]","[24, 28, 56]"
26,"[24, 37, 47]","[47, 24, 37]","[24, 47, 37]"
26,"[6, 31, 51]","[51, 6, 31]","[6, 51, 31]"
26,"[10, 36, 49]","[36, 10, 49]","[36, 49, 10]"
26,"[31, 32, 39]","[39, 32, 31]","[31, 32, 39]"
26,"[2, 46, 57]","[46, 2, 57]","[46, 57, 2]"
26,"[32, 35, 41]","[32, 41, 35]","[41, 32, 35]"
26,"[4, 47, 56]","[4, 56, 47]","[56, 4, 47]"
26,"[2, 7, 13]","[7, 13, 2]","[7, 2, 13]"
26,"[5, 17, 23]","[17, 5, 23]","[17, 23, 5]"
26,"[14, 45, 59]","[45, 59, 14]","[45, 14, 59]"
26,"[3, 21, 39]","[39, 3, 21]","[3, 39, 21]"
26,"[36, 43, 55]","[36, 55, 43]","[55, 36, 43]"
26,"[51, 56, 58]","[56, 51, 58]","[56, 58, 51]"
26,"[27, 47, 49]","[47, 27, 49]","[47, 49, 27]"
26,"[13, 28, 35]","[28, 13, 35]","[28, 35, 13]"
26,"[12, 22, 48]","[48, 12, 22]","[12, 48, 22]"
27,"[0, 12, 41]","[0, 12, 41]","[41, 12, 0]"
27,"[7, 19, 35]","[19, 7, 35]","[19, 35, 7]"
27,"[11, 44, 46]","[46, 44, 11]","[11, 44, 46]"
27,"[11, 17, 18]","[17, 11, 18]","[17, 18, 11]"
27,"[17, 23, 38]","[17, 23, 38]","[38, 23, 17]"
27,"[0, 49, 54]","[54, 0, 49]","[0, 54, 49]"
27,"[17, 20, 27]","[17, 20, 27]","[27, 17, 20]"
27,"[15, 31, 47]","[15, 47, 31]","[47, 15, 31]"
27,"[38, 43, 57]","[57, 38, 43]","[38, 57, 43]"
27,"[1, 20, 44]","[1, 20, 44]","[44, 20, 1]"
27,"[9, 22, 35]","[9, 22, 35]","[35, 9, 22]"
27,"[14, 51, 58]","[51, 14, 58]","[51, 58, 14]"
27,"[9, 25, 57]","[9, 25, 57]","[57, 9, 25]"
27,"[2, 15, 52]","[15, 52, 2]","[15, 2, 52]"
27,"[13, 38, 42]","[13, 38, 42]","[42, 38, 13]"
27,"[1, 17, 26]","[17, 1, 26]","[17, 26, 1]"
27,"[0, 41, 54]","[54, 0, 41]","[0, 54, 41]"
27,"[23, 38, 54]","[54, 23, 38]","[23, 54, 38]"
27,"[4, 46, 51]","[4, 51, 46]","[51, 46, 4]"
27,"[18, 37, 55]","[55, 18, 37]","[18, 55, 37]"
27,"[8, 31, 36]","[36, 8, 31]","[8, 36, 31]"
27,"[5, 37, 55]","[55, 5, 37]","[5, 55, 37]"
27,"[12, 26, 32]","[32, 12, 26]","[12, 32, 26]"
27,"[5, 18, 45]","[5, 45, 18]","[45, 5, 18]"
27,"[9, 24, 58]","[9, 24, 58]","[58, 24, 9]"
27,"[17, 39, 53]","[17, 39, 53]","[53, 39, 17]"
27,"[3, 5, 25]","[5, 25, 3]","[5, 3, 25]"
27,"[24, 30, 42]","[30, 24, 42]","[30, 42, 24]"
27,"[4, 36, 52]","[4, 36, 52]","[52, 36, 4]"
27,"[32, 36, 45]","[36, 45, 32]","[36, 32, 45]"
27,"[2, 11, 13]","[13, 2, 11]","[2, 13, 11]"
27,"[30, 34, 49]","[34, 49, 30]","[34, 30, 49]"
27,"[27, 41, 47]","[47, 27, 41]","[27, 47, 41]"
27,"[30, 35, 54]","[54, 30, 35]","[30, 54, 35]"
27,"[9, 47, 50]","[9, 50, 47]","[50, 9, 47]"
27,"[0, 22, 56]","[56, 0, 22]","[0, 22, 56]"
27,"[8, 16, 41]","[16, 8, 41]","[16, 41, 8]"
27,"[11, 33, 56]","[56, 33, 11]","[11, 33, 56]"
27,"[9, 13, 45]","[9, 45, 13]","[45, 9, 13]"
27,"[6, 12, 49]","[49, 6, 12]","[6, 49, 12]"
27,"[27, 31, 48]","[48, 27, 31]","[27, 48, 31]"
27,"[26, 43, 56]","[56, 26, 43]","[26, 56, 43]"
27,"[16, 26, 38]","[16, 38, 26]","[26, 16, 38]"
27,"[32, 37, 48]","[48, 32, 37]","[32, 48, 37]"
27,"[5, 17, 52]","[17, 5, 52]","[17, 52, 5]"
27,"[11, 17, 38]","[17, 11, 38]","[17, 38, 11]"
27,"[26, 32, 51]","[51, 32, 26]","[26, 32, 51]"
27,"[26, 40, 46]","[40, 46, 26]","[40, 26, 46]"
27,"[1, 19, 59]","[19, 1, 59]","[19, 59, 1]"
27,"[21, 33, 50]","[50, 33, 21]","[21, 33, 50]"
27,"[35, 48, 52]","[48, 52, 35]","[48, 35, 52]"
27,"[0, 39, 53]","[39, 53, 0]","[39, 0, 53]"
27,"[31, 40, 41]","[40, 31, 41]","[40, 41, 31]"
27,"[1, 39, 40]","[40, 1, 39]","[1, 40, 39]"
27,"[5, 23, 58]","[5, 23, 58]","[58, 23, 5]"
27,"[2, 25, 32]","[2, 25, 32]","[32, 25, 2]"
27,"[30, 40, 56]","[56, 40, 30]","[30, 40, 56]"
27,"[13, 57, 58]","[13, 57, 58]","[58, 57, 13]"
27,"[14, 38, 43]","[14, 38, 43]","[43, 38, 14]"
27,"[32, 44, 47]","[44, 47, 32]","[44, 32, 47]"
27,"[6, 10, 11]","[10, 11, 6]","[10, 6, 11]"
27,"[0, 5, 29]","[29, 5, 0]","[0, 5, 29]"
27,"[9, 10, 56]","[56, 9, 10]","[9, 56, 10]"
27,"[0, 17, 36]","[17, 36, 0]","[36, 0, 17]"
27,"[36, 44, 45]","[36, 45, 44]","[45, 36, 44]"
27,"[8, 15, 22]","[15, 8, 22]","[15, 22, 8]"
27,"[23, 41, 47]","[47, 23, 41]","[23, 47, 41]"
27,"[32, 40, 55]","[55, 40, 32]","[32, 40, 55]"
27,"[0, 30, 33]","[33, 0, 30]","[0, 33, 30]"
27,"[5, 28, 42]","[5, 28, 42]","[42, 28, 5]"
27,"[5, 9, 40]","[9, 5, 40]","[9, 40, 5]"
27,"[23, 32, 42]","[23, 32, 42]","[42, 32, 23]"
27,"[5, 44, 56]","[56, 5, 44]","[5, 56, 44]"
27,"[2, 11, 28]","[28, 2, 11]","[2, 28, 11]"
27,"[10, 33, 34]","[34, 33, 10]","[10, 33, 34]"
27,"[35, 44, 59]","[44, 59, 35]","[44, 35, 59]"
27,"[15, 24, 39]","[15, 39, 24]","[39, 15, 24]"
27,"[1, 18, 23]","[1, 23, 18]","[23, 1, 18]"
27,"[1, 20, 27]","[1, 20, 27]","[27, 20, 1]"
27,"[0, 14, 59]","[59, 14, 0]","[0, 14, 59]"
27,"[2, 7, 35]","[7, 2, 35]","[7, 35, 2]"
27,"[12, 25, 36]","[36, 25, 12]","[12, 25, 36]"
27,"[1, 33, 50]","[50, 33, 1]","[1, 33, 50]"
27,"[20, 50, 57]","[50, 20, 57]","[50, 57, 20]"
27,"[36, 46, 54]","[36, 46, 54]","[54, 46, 36]"
27,"[7, 44, 54]","[7, 44, 54]","[54, 44, 7]"
27,"[15, 26, 57]","[15, 57, 26]","[57, 15, 26]"
27,"[8, 34, 50]","[34, 50, 8]","[34, 8, 50]"
27,"[23, 43, 57]","[23, 57, 43]","[57, 23, 43]"
27,"[17, 44, 51]","[17, 51, 44]","[51, 17, 44]"
27,"[9, 21, 22]","[9, 22, 21]","[22, 9, 21]"
27,"[0, 3, 55]","[55, 0, 3]","[0, 55, 3]"
27,"[31, 45, 59]","[45, 59, 31]","[45, 31, 59]"
27,"[9, 33, 42]","[9, 33, 42]","[42, 33, 9]"
27,"[37, 48, 49]","[48, 49, 37]","[48, 37, 49]"
27,"[16, 39, 48]","[16, 48, 39]","[48, 16, 39]"
27,"[2, 27, 46]","[46, 2, 27]","[2, 46, 27]"
27,"[21, 39, 51]","[51, 39, 21]","[21, 39, 51]"
27,"[5, 21, 57]","[5, 57, 21]","[21, 5, 57]"
27,"[29, 32, 46]","[29, 46, 32]","[46, 29, 32]"
28,"[13, 38, 50]","[50, 13, 38]","[13, 50, 38]"
28,"[1, 44, 45]","[1, 45, 44]","[45, 1, 44]"
28,"[19, 21, 48]","[48, 19, 21]","[19, 48, 21]"
28,"[18, 31, 55]","[55, 18, 31]","[18, 55, 31]"
28,"[19, 27, 54]","[19, 54, 27]","[54, 19, 27]"
28,"[4, 9, 47]","[4, 9, 47]","[47, 9, 4]"
28,"[20, 31, 40]","[40, 20, 31]","[20, 40, 31]"
28,"[30, 37, 55]","[55, 30, 37]","[30, 55, 37]"
28,"[8, 40, 57]","[40, 8, 57]","[40, 57, 8]"
28,"[5, 12, 36]","[36, 5, 12]","[5, 36, 12]"
28,"[16, 17, 43]","[16, 17, 43]","[43, 17, 16]"
28,"[9, 17, 58]","[17, 9, 58]","[17, 58, 9]"
28,"[17, 43, 53]","[17, 53, 43]","[53, 17, 43]"
28,"[4, 20, 58]","[4, 20, 58]","[20, 58, 4]"
28,"[25, 28, 51]","[51, 28, 25]","[25, 28, 51]"
28,"[18, 30, 56]","[56, 18, 30]","[18, 56, 30]"
28,"[7, 34, 40]","[34, 7, 40]","[34, 40, 7]"
28,"[18, 33, 37]","[33, 18, 37]","[33, 37, 18]"
28,"[14, 50, 55]","[55, 50, 14]","[14, 50, 55]"
28,"[4, 39, 47]","[4, 47, 39]","[47, 4, 39]"
28,"[3, 16, 56]","[16, 56, 3]","[16, 3, 56]"
28,"[30, 51, 59]","[51, 59, 30]","[51, 30, 59]"
28,"[7, 26, 51]","[7, 51, 26]","[51, 7, 26]"
28,"[18, 24, 30]","[18, 30, 24]","[30, 18, 24]"
28,"[27, 31, 38]","[27, 38, 31]","[38, 27, 31]"
28,"[35, 38, 49]","[38, 49, 35]","[38, 35, 49]"
28,"[18, 37, 52]","[52, 18, 37]","[18, 52, 37]"
28,"[8, 24, 46]","[46, 8, 24]","[8, 46, 24]"
28,"[15, 41, 52]","[15, 52, 41]","[52, 15, 41]"
28,"[13, 30, 45]","[45, 13, 30]","[13, 45, 30]"
28,"[4, 38, 52]","[4, 52, 38]","[52, 4, 38]"
28,"[11, 23, 32]","[23, 32, 11]","[23, 11, 32]"
28,"[9, 13, 45]","[9, 45, 13]","[45, 9, 13]"
28,"[5, 6, 25]","[5, 25, 6]","[25, 5, 6]"
28,"[18, 21, 35]","[18, 21, 35]","[35, 21, 18]"
28,"[9, 22, 35]","[9, 22, 35]","[35, 22, 9]"
28,"[23, 27, 33]","[33, 23, 27]","[23, 33, 27]"
28,"[22, 53, 58]","[53, 58, 22]","[53, 22, 58]"
28,"[9, 49, 51]","[9, 51, 49]","[51, 9, 49]"
28,"[30, 40, 46]","[40, 46, 30]","[40, 30, 46]"
28,"[33, 44, 48]","[48, 33, 44]","[33, 48, 44]"
28,"[0, 36, 53]","[36, 53, 0]","[53, 0, 36]"
28,"[18, 21, 23]","[23, 18, 21]","[18, 23, 21]"
28,"[25, 30, 47]","[47, 25, 30]","[25, 47, 30]"
28,"[14, 16, 42]","[16, 14, 42]","[16, 42, 14]"
28,"[24, 28, 45]","[28, 45, 24]","[28, 24, 45]"
28,"[36, 48, 51]","[48, 36, 51]","[48, 51, 36]"
28,"[16, 41, 51]","[16, 51, 41]","[51, 16, 41]"
28,"[6, 29, 45]","[29, 45, 6]","[29, 6, 45]"
28,"[3, 32, 41]","[32, 3, 41]","[32, 41, 3]"
28,"[1, 26, 45]","[1, 45, 26]","[26, 1, 45]"
28,"[3, 17, 59]","[17, 59, 3]","[17, 3, 59]"
28,"[39, 45, 46]","[45, 46, 39]","[45, 39, 46]"
28,"[22, 43, 49]","[49, 43, 22]","[22, 43, 49]"
28,"[23, 25, 58]","[25, 23, 58]","[25, 58, 23]"
28,"[1, 49, 56]","[56, 1, 49]","[1, 56, 49]"
28,"[7, 31, 38]","[7, 38, 31]","[38, 7, 31]"
28,"[18, 38, 52]","[52, 38, 18]","[18, 38, 52]"
28,"[5, 8, 26]","[5, 8, 26]","[26, 8, 5]"
28,"[13, 20, 28]","[28, 20, 13]","[13, 20, 28]"
28,"[30, 33, 50]","[50, 33, 30]","[30, 33, 50]"
28,"[6, 17, 43]","[17, 6, 43]","[17, 43, 6]"
28,"[36, 46, 52]","[36, 46, 52]","[52, 46, 36]"
28,"[12, 29, 41]","[29, 12, 41]","[29, 41, 12]"
28,"[51, 52, 58]","[51, 52, 58]","[52, 51, 58]"
28,"[32, 34, 40]","[34, 40, 32]","[34, 32, 40]"
28,"[32, 34, 58]","[34, 32, 58]","[34, 58, 32]"
28,"[44, 50, 59]","[50, 44, 59]","[50, 59, 44]"
28,"[14, 35, 44]","[44, 14, 35]","[14, 44, 35]"
28,"[8, 21, 42]","[8, 42, 21]","[21, 8, 42]"
28,"[6, 9, 38]","[9, 38, 6]","[9, 6, 38]"
28,"[8, 16, 21]","[16, 8, 21]","[16, 21, 8]"
28,"[6, 45, 54]","[45, 54, 6]","[45, 6, 54]"
28,"[22, 42, 48]","[48, 42, 22]","[22, 42, 48]"
28,"[20, 32, 49]","[20, 32, 49]","[49, 32, 20]"
28,"[0, 15, 35]","[15, 0, 35]","[15, 35, 0]"
28,"[4, 16, 27]","[4, 16, 27]","[27, 16, 4]"
28,"[2, 28, 36]","[36, 28, 2]","[2, 28, 36]"
28,"[34, 42, 52]","[34, 52, 42]","[52, 34, 42]"
28,"[3, 8, 21]","[8, 3, 21]","[8, 21, 3]"
28,"[24, 42, 52]","[52, 24, 42]","[42, 52, 24]"
28,"[22, 52, 59]","[52, 59, 22]","[52, 22, 59]"
28,"[0, 8, 32]","[8, 32, 0]","[8, 0, 32]"
28,"[25, 34, 53]","[34, 25, 53]","[34, 53, 25]"
28,"[27, 47, 55]","[55, 47, 27]","[27, 47, 55]"
28,"[14, 25, 57]","[25, 14, 57]","[14, 25, 57]"
28,"[0, 13, 25]","[13, 25, 0]","[13, 0, 25]"
28,"[0, 34, 50]","[34, 50, 0]","[50, 0, 34]"
28,"[26, 29, 45]","[29, 45, 26]","[29, 26, 45]"
28,"[12, 14, 28]","[28, 14, 12]","[14, 12, 28]"
28,"[27, 35, 44]","[44, 27, 35]","[27, 44, 35]"
28,"[0, 13, 58]","[13, 0, 58]","[13, 58, 0]"
28,"[0, 4, 11]","[4, 11, 0]","[4, 0, 11]"
28,"[20, 37, 47]","[20, 47, 37]","[47, 20, 37]"
28,"[33, 47, 55]","[55, 33, 47]","[33, 55, 47]"
28,"[21, 45, 55]","[55, 45, 21]","[21, 45, 55]"
28,"[5, 40, 47]","[5, 40, 47]","[47, 40, 5]"
28,"[53, 55, 58]","[55, 53, 58]","[55, 58, 53]"
28,"[25, 37, 50]","[50, 25, 37]","[25, 50, 37]"
28,"[25, 29, 45]","[29, 45, 25]","[29, 25, 45]"
29,"[2, 35, 54]","[2, 54, 35]","[54, 2, 35]"
29,"[15, 30, 38]","[15, 38, 30]","[15, 38, 30]"
29,"[1, 25, 53]","[1, 25, 53]","[53, 25, 1]"
29,"[1, 22, 36]","[36, 1, 22]","[1, 36, 22]"
29,"[7, 46, 59]","[7, 46, 59]","[59, 46, 7]"
29,"[7, 51, 57]","[7, 51, 57]","[57, 51, 7]"
29,"[5, 11, 21]","[5, 11, 21]","[21, 11, 5]"
29,"[1, 24, 28]","[1, 28, 24]","[28, 1, 24]"
29,"[22, 27, 55]","[55, 27, 22]","[22, 27, 55]"
29,"[16, 22, 28]","[16, 28, 22]","[28, 16, 22]"
29,"[16, 42, 57]","[16, 57, 42]","[57, 16, 42]"
29,"[13, 30, 35]","[13, 30, 35]","[35, 30, 13]"
29,"[22, 25, 57]","[25, 57, 22]","[25, 22, 57]"
29,"[2, 33, 42]","[33, 2, 42]","[33, 42, 2]"
29,"[5, 39, 57]","[5, 39, 57]","[57, 39, 5]"
29,"[2, 3, 24]","[2, 3, 24]","[24, 3, 2]"
29,"[0, 9, 44]","[9, 44, 0]","[9, 0, 44]"
29,"[13, 26, 56]","[56, 13, 26]","[13, 56, 26]"
29,"[32, 41, 43]","[32, 41, 43]","[43, 41, 32]"
29,"[10, 24, 48]","[48, 10, 24]","[10, 48, 24]"
29,"[2, 42, 47]","[2, 47, 42]","[47, 2, 42]"
29,"[12, 21, 26]","[12, 26, 21]","[26, 12, 21]"
29,"[2, 34, 56]","[34, 56, 2]","[34, 56, 2]"
29,"[27, 44, 50]","[50, 44, 27]","[27, 44, 50]"
29,"[24, 28, 47]","[28, 47, 24]","[28, 24, 47]"
29,"[4, 12, 18]","[4, 12, 18]","[18, 12, 4]"
29,"[8, 53, 56]","[56, 8, 53]","[8, 56, 53]"
29,"[3, 4, 17]","[4, 17, 3]","[4, 3, 17]"
29,"[1, 9, 13]","[9, 1, 13]","[9, 13, 1]"
29,"[6, 14, 36]","[36, 14, 6]","[6, 14, 36]"
29,"[19, 28, 33]","[19, 33, 28]","[33, 19, 28]"
29,"[36, 50, 54]","[36, 50, 54]","[36, 50, 54]"
29,"[30, 43, 48]","[48, 30, 43]","[30, 48, 43]"
29,"[3, 20, 43]","[20, 3, 43]","[20, 43, 3]"
29,"[22, 34, 36]","[34, 36, 22]","[34, 22, 36]"
29,"[19, 20, 30]","[19, 20, 30]","[30, 20, 19]"
29,"[31, 58, 59]","[59, 31, 58]","[31, 59, 58]"
29,"[1, 7, 36]","[36, 7, 1]","[1, 7, 36]"
29,"[8, 48, 58]","[48, 8, 58]","[48, 58, 8]"
29,"[1, 5, 8]","[5, 1, 8]","[5, 8, 1]"
29,"[3, 27, 49]","[27, 49, 3]","[27, 3, 49]"
29,"[4, 12, 14]","[4, 14, 12]","[14, 4, 12]"
29,"[28, 49, 53]","[28, 53, 49]","[53, 28, 49]"
29,"[31, 33, 39]","[33, 39, 31]","[33, 31, 39]"
29,"[12, 31, 58]","[12, 31, 58]","[58, 31, 12]"
29,"[11, 18, 33]","[33, 11, 18]","[11, 33, 18]"
29,"[9, 45, 53]","[9, 45, 53]","[53, 45, 9]"
29,"[2, 22, 49]","[2, 49, 22]","[49, 2, 22]"
29,"[14, 27, 56]","[56, 14, 27]","[14, 56, 27]"
29,"[3, 4, 47]","[4, 47, 3]","[4, 3, 47]"
29,"[21, 36, 42]","[36, 42, 21]","[36, 21, 42]"
29,"[1, 29, 56]","[29, 56, 1]","[29, 1, 56]"
29,"[11, 32, 57]","[32, 57, 11]","[32, 11, 57]"
29,"[29, 31, 39]","[29, 39, 31]","[39, 29, 31]"
29,"[5, 13, 36]","[36, 5, 13]","[5, 36, 13]"
29,"[16, 35, 58]","[16, 58, 35]","[58, 16, 35]"
29,"[18, 35, 38]","[38, 18, 35]","[18, 38, 35]"
29,"[21, 33, 55]","[55, 33, 21]","[21, 33, 55]"
29,"[16, 51, 59]","[16, 51, 59]","[59, 51, 16]"
29,"[0, 32, 53]","[32, 53, 0]","[32, 0, 53]"
29,"[6, 25, 28]","[28, 25, 6]","[6, 25, 28]"
29,"[19, 26, 54]","[19, 54, 26]","[54, 19, 26]"
29,"[1, 29, 30]","[29, 1, 30]","[29, 30, 1]"
29,"[15, 38, 50]","[50, 15, 38]","[15, 50, 38]"
29,"[4, 46, 57]","[4, 46, 57]","[57, 46, 4]"
29,"[0, 15, 43]","[15, 0, 43]","[15, 0, 43]"
29,"[21, 24, 33]","[33, 24, 21]","[21, 24, 33]"
29,"[0, 13, 25]","[13, 25, 0]","[13, 0, 25]"
29,"[5, 17, 31]","[17, 5, 31]","[17, 31, 5]"
29,"[24, 40, 59]","[40, 59, 24]","[24, 40, 59]"
29,"[11, 33, 51]","[51, 33, 11]","[11, 33, 51]"
29,"[17, 32, 33]","[17, 33, 32]","[33, 17, 32]"
29,"[34, 42, 54]","[34, 54, 42]","[54, 34, 42]"
29,"[6, 18, 28]","[28, 6, 18]","[6, 28, 18]"
29,"[22, 40, 48]","[48, 40, 22]","[22, 40, 48]"
29,"[11, 40, 47]","[40, 47, 11]","[40, 47, 11]"
29,"[28, 40, 53]","[40, 28, 53]","[40, 53, 28]"
29,"[23, 32, 42]","[23, 32, 42]","[42, 32, 23]"
29,"[16, 34, 40]","[16, 34, 40]","[40, 34, 16]"
29,"[24, 34, 37]","[34, 24, 37]","[34, 24, 37]"
29,"[0, 16, 52]","[16, 52, 0]","[16, 0, 52]"
29,"[25, 46, 59]","[46, 59, 25]","[46, 25, 59]"
29,"[32, 33, 57]","[33, 32, 57]","[33, 57, 32]"
29,"[20, 23, 42]","[20, 23, 42]","[42, 23, 20]"
29,"[4, 11, 59]","[4, 59, 11]","[59, 4, 11]"
29,"[8, 11, 40]","[40, 8, 11]","[8, 40, 11]"
29,"[4, 24, 32]","[4, 32, 24]","[32, 4, 24]"
29,"[11, 22, 36]","[36, 11, 22]","[11, 36, 22]"
29,"[17, 22, 53]","[17, 53, 22]","[53, 17, 22]"
29,"[8, 35, 53]","[8, 53, 35]","[53, 8, 35]"
29,"[16, 28, 29]","[16, 29, 28]","[29, 16, 28]"
29,"[23, 32, 50]","[50, 23, 32]","[23, 50, 32]"
29,"[6, 23, 59]","[59, 23, 6]","[6, 23, 59]"
29,"[8, 11, 27]","[8, 11, 27]","[27, 11, 8]"
29,"[15, 17, 33]","[17, 15, 33]","[17, 33, 15]"
29,"[4, 7, 43]","[4, 7, 43]","[43, 7, 4]"
29,"[18, 37, 49]","[49, 18, 37]","[18, 49, 37]"
29,"[20, 30, 58]","[20, 30, 58]","[58, 30, 20]"
29,"[26, 52, 55]","[55, 52, 26]","[26, 52, 55]"
29,"[6, 8, 19]","[19, 8, 6]","[6, 8, 19]"
30,"[6, 13, 45]","[45, 13, 6]","[6, 13, 45]"
30,"[5, 35, 37]","[5, 37, 35]","[37, 5, 35]"
30,"[0, 11, 51]","[51, 11, 0]","[0, 11, 51]"
30,"[6, 9, 23]","[9, 23, 6]","[9, 6, 23]"
30,"[10, 14, 16]","[16, 10, 14]","[10, 16, 14]"
30,"[23, 37, 52]","[52, 23, 37]","[23, 52, 37]"
30,"[24, 43, 45]","[45, 24, 43]","[24, 45, 43]"
30,"[13, 30, 43]","[13, 30, 43]","[43, 30, 13]"
30,"[9, 33, 35]","[9, 33, 35]","[35, 33, 9]"
30,"[5, 17, 57]","[17, 5, 57]","[17, 57, 5]"
30,"[5, 6, 7]","[7, 5, 6]","[5, 7, 6]"
30,"[14, 37, 53]","[14, 53, 37]","[53, 14, 37]"
30,"[10, 14, 42]","[10, 14, 42]","[42, 14, 10]"
30,"[17, 27, 40]","[17, 40, 27]","[40, 17, 27]"
30,"[2, 15, 38]","[15, 2, 38]","[15, 38, 2]"
30,"[8, 57, 59]","[59, 8, 57]","[8, 59, 57]"
30,"[11, 48, 55]","[48, 55, 11]","[48, 11, 55]"
30,"[36, 40, 49]","[36, 40, 49]","[49, 40, 36]"
30,"[9, 13, 49]","[9, 13, 49]","[49, 13, 9]"
30,"[15, 52, 56]","[56, 15, 52]","[15, 56, 52]"
30,"[34, 52, 54]","[34, 52, 54]","[54, 52, 34]"
30,"[24, 26, 28]","[28, 26, 24]","[24, 26, 28]"
30,"[5, 25, 34]","[34, 5, 25]","[5, 34, 25]"
30,"[14, 29, 37]","[29, 14, 37]","[29, 37, 14]"
30,"[3, 12, 32]","[32, 12, 3]","[3, 12, 32]"
30,"[18, 46, 59]","[46, 59, 18]","[46, 18, 59]"
30,"[26, 31, 40]","[40, 31, 26]","[26, 31, 40]"
30,"[19, 34, 38]","[34, 19, 38]","[34, 38, 19]"
30,"[35, 37, 54]","[54, 37, 35]","[35, 37, 54]"
30,"[24, 30, 54]","[54, 30, 24]","[24, 30, 54]"
30,"[16, 22, 58]","[16, 58, 22]","[58, 16, 22]"
30,"[22, 38, 59]","[59, 38, 22]","[59, 38, 22]"
30,"[36, 38, 59]","[36, 59, 38]","[59, 36, 38]"
30,"[12, 22, 43]","[12, 43, 22]","[43, 12, 22]"
30,"[34, 40, 51]","[34, 51, 40]","[51, 34, 40]"
30,"[33, 45, 48]","[48, 33, 45]","[33, 48, 45]"
30,"[6, 8, 31]","[8, 6, 31]","[8, 31, 6]"
30,"[12, 30, 31]","[12, 31, 30]","[31, 12, 30]"
30,"[25, 41, 56]","[56, 25, 41]","[25, 56, 41]"
30,"[23, 56, 57]","[56, 23, 57]","[56, 57, 23]"
30,"[1, 16, 48]","[16, 48, 1]","[16, 1, 48]"
30,"[13, 45, 53]","[45, 13, 53]","[45, 53, 13]"
30,"[6, 18, 37]","[6, 18, 37]","[37, 18, 6]"
30,"[9, 38, 58]","[9, 38, 58]","[58, 38, 9]"
