worker id,subset,true rank,noisy rank
13,"[35, 41, 54]","[54, 41, 35]","[54, 41, 35]"
13,"[33, 43, 57]","[33, 57, 43]","[33, 57, 43]"
13,"[42, 45, 55]","[55, 45, 42]","[55, 42, 45]"
13,"[16, 21, 46]","[16, 46, 21]","[16, 46, 21]"
13,"[18, 30, 38]","[38, 18, 30]","[38, 18, 30]"
13,"[26, 32, 41]","[32, 26, 41]","[41, 32, 26]"
13,"[4, 24, 39]","[4, 39, 24]","[24, 4, 39]"
13,"[3, 12, 55]","[55, 12, 3]","[55, 3, 12]"
13,"[12, 15, 53]","[15, 53, 12]","[12, 53, 15]"
13,"[9, 10, 47]","[9, 47, 10]","[9, 47, 10]"
13,"[18, 47, 59]","[59, 47, 18]","[59, 47, 18]"
13,"[24, 27, 43]","[27, 24, 43]","[43, 24, 27]"
13,"[2, 4, 51]","[4, 51, 2]","[51, 4, 2]"
13,"[33, 47, 49]","[33, 47, 49]","[49, 47, 33]"
13,"[32, 36, 43]","[36, 32, 43]","[36, 32, 43]"
13,"[19, 23, 59]","[19, 59, 23]","[19, 23, 59]"
13,"[0, 27, 29]","[29, 27, 0]","[0, 27, 29]"
13,"[22, 25, 53]","[25, 53, 22]","[53, 22, 25]"
13,"[43, 55, 58]","[55, 43, 58]","[43, 58, 55]"
13,"[24, 26, 41]","[26, 24, 41]","[26, 24, 41]"
13,"[4, 17, 48]","[4, 17, 48]","[4, 48, 17]"
13,"[1, 27, 32]","[1, 32, 27]","[1, 32, 27]"
13,"[13, 20, 22]","[20, 13, 22]","[20, 13, 22]"
13,"[10, 22, 54]","[54, 10, 22]","[22, 54, 10]"
13,"[23, 27, 32]","[23, 32, 27]","[32, 27, 23]"
13,"[38, 43, 56]","[56, 38, 43]","[38, 56, 43]"
13,"[2, 16, 24]","[16, 2, 24]","[16, 2, 24]"
13,"[28, 42, 55]","[55, 28, 42]","[55, 28, 42]"
13,"[18, 21, 43]","[18, 43, 21]","[18, 43, 21]"
13,"[20, 28, 53]","[28, 20, 53]","[28, 20, 53]"
13,"[27, 32, 51]","[51, 32, 27]","[27, 51, 32]"
13,"[15, 30, 53]","[15, 53, 30]","[53, 15, 30]"
13,"[0, 19, 57]","[19, 57, 0]","[19, 57, 0]"
13,"[25, 32, 34]","[34, 25, 32]","[34, 32, 25]"
13,"[10, 24, 27]","[10, 27, 24]","[10, 27, 24]"
13,"[2, 25, 44]","[2, 44, 25]","[25, 2, 44]"
13,"[3, 4, 23]","[4, 23, 3]","[3, 23, 4]"
13,"[23, 43, 54]","[54, 23, 43]","[54, 23, 43]"
13,"[16, 17, 20]","[16, 17, 20]","[16, 17, 20]"
13,"[6, 25, 34]","[34, 25, 6]","[34, 25, 6]"
13,"[1, 16, 58]","[16, 1, 58]","[58, 1, 16]"
13,"[30, 31, 53]","[53, 31, 30]","[53, 31, 30]"
13,"[2, 6, 56]","[56, 2, 6]","[56, 6, 2]"
13,"[2, 5, 34]","[34, 5, 2]","[34, 5, 2]"
13,"[44, 52, 59]","[52, 44, 59]","[52, 59, 44]"
13,"[5, 7, 38]","[7, 5, 38]","[7, 38, 5]"
13,"[18, 31, 51]","[51, 18, 31]","[51, 18, 31]"
13,"[17, 25, 40]","[17, 40, 25]","[17, 40, 25]"
13,"[17, 33, 58]","[17, 33, 58]","[17, 33, 58]"
13,"[6, 19, 40]","[19, 40, 6]","[19, 40, 6]"
13,"[34, 51, 55]","[34, 55, 51]","[34, 51, 55]"
13,"[20, 26, 36]","[36, 20, 26]","[36, 26, 20]"
13,"[11, 21, 48]","[48, 11, 21]","[48, 11, 21]"
13,"[28, 35, 57]","[28, 57, 35]","[28, 35, 57]"
13,"[36, 47, 55]","[36, 55, 47]","[36, 55, 47]"
13,"[0, 9, 27]","[9, 27, 0]","[9, 0, 27]"
13,"[19, 22, 24]","[19, 24, 22]","[22, 19, 24]"
13,"[19, 40, 49]","[19, 40, 49]","[19, 40, 49]"
13,"[2, 18, 48]","[48, 2, 18]","[18, 48, 2]"
13,"[7, 18, 31]","[7, 18, 31]","[18, 31, 7]"
13,"[34, 36, 48]","[34, 48, 36]","[34, 48, 36]"
13,"[47, 56, 59]","[56, 59, 47]","[56, 59, 47]"
13,"[15, 19, 50]","[19, 50, 15]","[19, 50, 15]"
13,"[16, 39, 48]","[16, 48, 39]","[16, 48, 39]"
13,"[12, 32, 43]","[32, 12, 43]","[43, 12, 32]"
13,"[2, 7, 57]","[7, 2, 57]","[7, 2, 57]"
13,"[2, 38, 56]","[56, 2, 38]","[38, 2, 56]"
13,"[14, 31, 58]","[14, 31, 58]","[14, 31, 58]"
13,"[22, 40, 52]","[40, 52, 22]","[40, 52, 22]"
13,"[9, 23, 26]","[9, 23, 26]","[23, 9, 26]"
13,"[19, 29, 35]","[29, 19, 35]","[29, 19, 35]"
13,"[0, 22, 29]","[29, 0, 22]","[29, 0, 22]"
13,"[27, 30, 41]","[27, 30, 41]","[30, 27, 41]"
13,"[8, 12, 15]","[15, 8, 12]","[15, 12, 8]"
13,"[4, 17, 29]","[4, 17, 29]","[4, 17, 29]"
13,"[11, 18, 31]","[11, 18, 31]","[11, 18, 31]"
13,"[11, 13, 57]","[13, 57, 11]","[13, 57, 11]"
13,"[13, 39, 44]","[13, 44, 39]","[39, 13, 44]"
13,"[2, 10, 51]","[51, 2, 10]","[51, 2, 10]"
13,"[30, 43, 59]","[59, 30, 43]","[59, 30, 43]"
13,"[42, 50, 54]","[50, 54, 42]","[50, 54, 42]"
13,"[7, 10, 40]","[7, 40, 10]","[7, 40, 10]"
14,"[8, 39, 49]","[39, 8, 49]","[39, 8, 49]"
14,"[20, 40, 51]","[51, 40, 20]","[51, 40, 20]"
14,"[4, 10, 32]","[4, 10, 32]","[10, 32, 4]"
14,"[28, 41, 44]","[28, 44, 41]","[28, 44, 41]"
14,"[44, 50, 54]","[50, 44, 54]","[44, 54, 50]"
14,"[37, 42, 44]","[44, 42, 37]","[42, 44, 37]"
14,"[9, 29, 48]","[48, 29, 9]","[48, 29, 9]"
14,"[37, 50, 58]","[50, 37, 58]","[58, 37, 50]"
14,"[15, 27, 32]","[15, 32, 27]","[27, 15, 32]"
14,"[11, 25, 31]","[25, 11, 31]","[31, 25, 11]"
14,"[1, 3, 54]","[1, 54, 3]","[3, 54, 1]"
14,"[9, 19, 50]","[19, 9, 50]","[19, 9, 50]"
14,"[7, 50, 54]","[7, 50, 54]","[54, 7, 50]"
14,"[45, 55, 56]","[56, 55, 45]","[56, 55, 45]"
14,"[14, 20, 36]","[36, 20, 14]","[14, 20, 36]"
14,"[6, 9, 49]","[9, 49, 6]","[9, 49, 6]"
14,"[11, 16, 48]","[16, 48, 11]","[11, 48, 16]"
14,"[7, 9, 49]","[7, 9, 49]","[7, 9, 49]"
14,"[7, 16, 44]","[16, 7, 44]","[16, 7, 44]"
14,"[39, 41, 47]","[47, 39, 41]","[47, 39, 41]"
14,"[5, 34, 49]","[34, 5, 49]","[34, 49, 5]"
14,"[2, 13, 41]","[13, 2, 41]","[13, 2, 41]"
14,"[46, 50, 56]","[56, 50, 46]","[56, 50, 46]"
14,"[12, 22, 56]","[56, 12, 22]","[56, 12, 22]"
14,"[27, 44, 49]","[44, 27, 49]","[44, 27, 49]"
14,"[26, 53, 57]","[57, 53, 26]","[57, 53, 26]"
14,"[2, 48, 52]","[48, 52, 2]","[48, 52, 2]"
14,"[35, 40, 46]","[40, 46, 35]","[40, 46, 35]"
14,"[3, 21, 49]","[49, 3, 21]","[21, 3, 49]"
14,"[0, 8, 53]","[8, 53, 0]","[53, 8, 0]"
14,"[3, 41, 54]","[54, 3, 41]","[41, 54, 3]"
14,"[22, 26, 34]","[34, 26, 22]","[22, 34, 26]"
14,"[3, 24, 28]","[28, 3, 24]","[28, 3, 24]"
14,"[14, 18, 29]","[29, 14, 18]","[18, 14, 29]"
14,"[13, 14, 42]","[13, 14, 42]","[13, 14, 42]"
14,"[27, 44, 54]","[44, 54, 27]","[44, 54, 27]"
14,"[1, 11, 19]","[19, 1, 11]","[19, 1, 11]"
14,"[20, 21, 45]","[45, 20, 21]","[21, 20, 45]"
14,"[9, 10, 59]","[9, 59, 10]","[9, 59, 10]"
14,"[2, 11, 29]","[29, 2, 11]","[29, 2, 11]"
14,"[4, 24, 28]","[4, 28, 24]","[4, 28, 24]"
14,"[4, 14, 24]","[4, 14, 24]","[24, 4, 14]"
14,"[1, 15, 37]","[15, 1, 37]","[15, 1, 37]"
14,"[18, 23, 30]","[23, 18, 30]","[30, 18, 23]"
14,"[23, 24, 47]","[47, 23, 24]","[24, 47, 23]"
14,"[5, 56, 57]","[56, 5, 57]","[56, 5, 57]"
14,"[4, 29, 43]","[4, 29, 43]","[4, 29, 43]"
14,"[0, 35, 54]","[54, 0, 35]","[0, 35, 54]"
14,"[14, 29, 49]","[29, 14, 49]","[29, 14, 49]"
14,"[3, 4, 45]","[4, 45, 3]","[3, 4, 45]"
14,"[17, 23, 25]","[17, 25, 23]","[17, 25, 23]"
14,"[0, 14, 35]","[14, 0, 35]","[35, 14, 0]"
14,"[9, 26, 40]","[9, 40, 26]","[9, 26, 40]"
14,"[5, 28, 31]","[5, 28, 31]","[5, 28, 31]"
14,"[0, 30, 39]","[39, 0, 30]","[39, 0, 30]"
14,"[13, 29, 46]","[29, 13, 46]","[29, 13, 46]"
14,"[22, 36, 48]","[48, 36, 22]","[36, 22, 48]"
14,"[2, 9, 49]","[9, 2, 49]","[9, 2, 49]"
14,"[21, 28, 43]","[28, 43, 21]","[28, 43, 21]"
14,"[21, 34, 50]","[34, 50, 21]","[34, 50, 21]"
14,"[35, 50, 54]","[50, 54, 35]","[54, 35, 50]"
14,"[11, 23, 41]","[23, 11, 41]","[11, 41, 23]"
14,"[0, 8, 30]","[8, 0, 30]","[30, 0, 8]"
14,"[19, 51, 59]","[19, 51, 59]","[59, 19, 51]"
14,"[0, 12, 46]","[46, 0, 12]","[46, 12, 0]"
14,"[22, 47, 50]","[50, 47, 22]","[50, 47, 22]"
14,"[3, 6, 38]","[38, 6, 3]","[38, 6, 3]"
14,"[6, 23, 24]","[23, 6, 24]","[23, 6, 24]"
14,"[4, 5, 43]","[4, 5, 43]","[43, 5, 4]"
14,"[45, 57, 59]","[45, 59, 57]","[57, 45, 59]"
14,"[0, 2, 58]","[2, 0, 58]","[2, 58, 0]"
14,"[11, 26, 52]","[52, 11, 26]","[52, 11, 26]"
14,"[10, 27, 48]","[48, 10, 27]","[48, 10, 27]"
14,"[25, 43, 54]","[54, 25, 43]","[25, 43, 54]"
14,"[27, 35, 43]","[27, 43, 35]","[27, 35, 43]"
14,"[17, 19, 36]","[17, 36, 19]","[17, 19, 36]"
14,"[13, 17, 28]","[17, 28, 13]","[17, 28, 13]"
14,"[1, 17, 47]","[17, 1, 47]","[1, 17, 47]"
14,"[9, 15, 50]","[9, 50, 15]","[9, 50, 15]"
14,"[6, 21, 59]","[59, 6, 21]","[6, 59, 21]"
14,"[13, 24, 59]","[13, 59, 24]","[13, 59, 24]"
14,"[39, 47, 56]","[56, 47, 39]","[56, 47, 39]"
14,"[10, 51, 58]","[51, 10, 58]","[58, 51, 10]"
14,"[0, 5, 53]","[5, 53, 0]","[5, 53, 0]"
14,"[45, 48, 49]","[48, 45, 49]","[48, 49, 45]"
14,"[0, 18, 46]","[46, 0, 18]","[46, 0, 18]"
14,"[21, 31, 44]","[44, 31, 21]","[44, 31, 21]"
14,"[28, 34, 45]","[34, 28, 45]","[45, 28, 34]"
14,"[5, 9, 51]","[9, 51, 5]","[5, 9, 51]"
14,"[1, 33, 54]","[33, 1, 54]","[1, 54, 33]"
14,"[28, 34, 39]","[34, 28, 39]","[34, 28, 39]"
14,"[11, 35, 38]","[11, 38, 35]","[11, 38, 35]"
14,"[28, 40, 43]","[40, 28, 43]","[43, 28, 40]"
14,"[14, 27, 50]","[50, 14, 27]","[50, 14, 27]"
14,"[32, 41, 53]","[32, 53, 41]","[53, 41, 32]"
14,"[24, 42, 49]","[49, 24, 42]","[49, 42, 24]"
14,"[3, 4, 21]","[4, 3, 21]","[4, 21, 3]"
14,"[26, 37, 45]","[45, 26, 37]","[26, 45, 37]"
14,"[31, 53, 56]","[56, 53, 31]","[31, 56, 53]"
14,"[13, 17, 44]","[17, 13, 44]","[13, 44, 17]"
15,"[40, 42, 54]","[40, 54, 42]","[40, 42, 54]"
15,"[2, 11, 19]","[19, 2, 11]","[19, 2, 11]"
15,"[8, 56, 58]","[56, 8, 58]","[56, 8, 58]"
15,"[20, 27, 41]","[20, 27, 41]","[41, 20, 27]"
15,"[5, 12, 46]","[5, 46, 12]","[5, 46, 12]"
15,"[30, 32, 56]","[56, 32, 30]","[56, 32, 30]"
15,"[19, 52, 54]","[19, 52, 54]","[52, 54, 19]"
15,"[13, 32, 58]","[13, 32, 58]","[13, 32, 58]"
15,"[13, 19, 54]","[19, 13, 54]","[54, 13, 19]"
15,"[27, 34, 58]","[34, 27, 58]","[58, 34, 27]"
15,"[46, 47, 52]","[46, 52, 47]","[46, 52, 47]"
15,"[14, 27, 34]","[34, 14, 27]","[14, 27, 34]"
15,"[4, 6, 15]","[4, 15, 6]","[4, 6, 15]"
15,"[4, 14, 15]","[4, 15, 14]","[15, 4, 14]"
15,"[10, 11, 36]","[36, 10, 11]","[36, 10, 11]"
15,"[2, 11, 39]","[2, 39, 11]","[39, 11, 2]"
15,"[3, 5, 27]","[5, 27, 3]","[5, 27, 3]"
15,"[5, 22, 52]","[5, 52, 22]","[52, 22, 5]"
15,"[20, 34, 35]","[34, 20, 35]","[20, 34, 35]"
15,"[25, 44, 55]","[55, 44, 25]","[55, 44, 25]"
15,"[9, 45, 53]","[9, 45, 53]","[9, 45, 53]"
15,"[20, 32, 35]","[20, 32, 35]","[32, 20, 35]"
15,"[7, 24, 28]","[7, 28, 24]","[7, 28, 24]"
15,"[21, 52, 55]","[55, 52, 21]","[55, 52, 21]"
15,"[8, 42, 48]","[48, 8, 42]","[42, 8, 48]"
15,"[12, 19, 26]","[19, 12, 26]","[12, 19, 26]"
15,"[22, 27, 31]","[27, 31, 22]","[27, 22, 31]"
15,"[3, 13, 40]","[40, 13, 3]","[40, 3, 13]"
15,"[42, 47, 58]","[47, 42, 58]","[47, 42, 58]"
15,"[12, 24, 30]","[12, 30, 24]","[12, 24, 30]"
15,"[11, 19, 30]","[19, 11, 30]","[30, 19, 11]"
15,"[10, 17, 27]","[17, 10, 27]","[17, 10, 27]"
15,"[6, 26, 37]","[6, 26, 37]","[6, 26, 37]"
15,"[1, 25, 27]","[1, 25, 27]","[1, 25, 27]"
15,"[23, 28, 47]","[28, 47, 23]","[47, 23, 28]"
15,"[11, 44, 56]","[56, 44, 11]","[44, 56, 11]"
15,"[36, 40, 48]","[48, 36, 40]","[48, 36, 40]"
15,"[29, 42, 56]","[29, 56, 42]","[29, 42, 56]"
15,"[29, 32, 33]","[29, 33, 32]","[29, 32, 33]"
15,"[0, 39, 40]","[40, 39, 0]","[40, 39, 0]"
15,"[9, 15, 39]","[9, 15, 39]","[39, 9, 15]"
15,"[9, 27, 32]","[9, 32, 27]","[9, 32, 27]"
15,"[1, 43, 51]","[51, 1, 43]","[51, 43, 1]"
15,"[30, 31, 51]","[51, 31, 30]","[51, 30, 31]"
15,"[28, 44, 45]","[28, 45, 44]","[45, 44, 28]"
15,"[8, 19, 34]","[34, 19, 8]","[19, 34, 8]"
15,"[2, 36, 37]","[36, 2, 37]","[36, 2, 37]"
15,"[6, 21, 36]","[36, 6, 21]","[36, 6, 21]"
15,"[0, 13, 39]","[13, 39, 0]","[0, 39, 13]"
15,"[12, 37, 53]","[53, 12, 37]","[53, 37, 12]"
15,"[19, 22, 59]","[19, 59, 22]","[22, 59, 19]"
15,"[20, 46, 55]","[55, 20, 46]","[46, 55, 20]"
15,"[1, 21, 32]","[1, 32, 21]","[1, 32, 21]"
15,"[15, 26, 34]","[34, 15, 26]","[34, 15, 26]"
15,"[47, 54, 55]","[55, 54, 47]","[55, 54, 47]"
15,"[10, 21, 37]","[10, 37, 21]","[10, 37, 21]"
15,"[10, 21, 50]","[50, 10, 21]","[50, 10, 21]"
15,"[6, 26, 43]","[6, 26, 43]","[6, 26, 43]"
15,"[9, 34, 50]","[34, 9, 50]","[9, 34, 50]"
15,"[7, 14, 46]","[7, 46, 14]","[7, 46, 14]"
15,"[25, 48, 50]","[48, 50, 25]","[48, 50, 25]"
15,"[22, 29, 52]","[29, 52, 22]","[29, 22, 52]"
15,"[21, 32, 58]","[32, 58, 21]","[32, 58, 21]"
15,"[26, 49, 57]","[57, 49, 26]","[57, 49, 26]"
15,"[22, 34, 42]","[34, 42, 22]","[34, 42, 22]"
15,"[8, 10, 20]","[20, 8, 10]","[10, 20, 8]"
15,"[19, 41, 57]","[19, 57, 41]","[57, 41, 19]"
15,"[1, 8, 19]","[19, 1, 8]","[19, 1, 8]"
15,"[32, 51, 53]","[51, 32, 53]","[32, 51, 53]"
15,"[6, 13, 25]","[13, 25, 6]","[13, 25, 6]"
15,"[30, 33, 36]","[36, 33, 30]","[33, 30, 36]"
15,"[19, 55, 58]","[19, 55, 58]","[19, 55, 58]"
15,"[18, 27, 51]","[51, 27, 18]","[51, 18, 27]"
15,"[5, 14, 23]","[5, 23, 14]","[14, 5, 23]"
15,"[30, 31, 35]","[31, 30, 35]","[30, 31, 35]"
15,"[21, 28, 31]","[28, 31, 21]","[21, 31, 28]"
15,"[25, 45, 52]","[45, 52, 25]","[45, 52, 25]"
15,"[15, 39, 45]","[15, 45, 39]","[15, 45, 39]"
15,"[12, 30, 55]","[55, 12, 30]","[30, 12, 55]"
15,"[27, 47, 57]","[47, 57, 27]","[27, 47, 57]"
15,"[27, 38, 47]","[47, 27, 38]","[38, 27, 47]"
15,"[29, 47, 53]","[29, 47, 53]","[29, 53, 47]"
15,"[35, 37, 57]","[57, 37, 35]","[57, 37, 35]"
15,"[16, 45, 50]","[16, 50, 45]","[16, 50, 45]"
15,"[5, 48, 50]","[48, 50, 5]","[5, 50, 48]"
15,"[5, 11, 23]","[5, 23, 11]","[5, 23, 11]"
15,"[1, 20, 57]","[1, 20, 57]","[1, 20, 57]"
15,"[0, 29, 31]","[29, 0, 31]","[29, 0, 31]"
15,"[16, 36, 55]","[16, 36, 55]","[36, 16, 55]"
15,"[11, 17, 51]","[17, 51, 11]","[17, 51, 11]"
15,"[26, 29, 51]","[29, 51, 26]","[29, 51, 26]"
15,"[3, 38, 42]","[38, 3, 42]","[42, 38, 3]"
15,"[27, 36, 51]","[36, 51, 27]","[36, 51, 27]"
15,"[45, 47, 59]","[45, 59, 47]","[47, 59, 45]"
15,"[7, 11, 18]","[7, 11, 18]","[7, 18, 11]"
15,"[14, 27, 41]","[14, 27, 41]","[14, 41, 27]"
15,"[24, 51, 58]","[51, 24, 58]","[58, 24, 51]"
15,"[22, 23, 28]","[28, 23, 22]","[28, 23, 22]"
15,"[33, 42, 43]","[33, 42, 43]","[33, 42, 43]"
15,"[16, 27, 58]","[16, 27, 58]","[16, 27, 58]"
16,"[31, 33, 49]","[33, 49, 31]","[33, 49, 31]"
16,"[5, 20, 31]","[5, 20, 31]","[5, 20, 31]"
16,"[1, 17, 26]","[17, 1, 26]","[17, 1, 26]"
16,"[2, 49, 52]","[52, 2, 49]","[52, 2, 49]"
16,"[2, 10, 48]","[48, 2, 10]","[48, 10, 2]"
16,"[8, 12, 41]","[8, 12, 41]","[41, 8, 12]"
16,"[19, 25, 58]","[19, 25, 58]","[19, 25, 58]"
16,"[9, 23, 52]","[9, 52, 23]","[23, 52, 9]"
16,"[0, 56, 57]","[56, 57, 0]","[0, 57, 56]"
16,"[24, 32, 59]","[59, 32, 24]","[59, 24, 32]"
16,"[14, 22, 50]","[50, 14, 22]","[22, 14, 50]"
16,"[23, 40, 57]","[40, 23, 57]","[57, 40, 23]"
16,"[4, 9, 41]","[4, 9, 41]","[9, 41, 4]"
16,"[22, 39, 48]","[48, 39, 22]","[39, 48, 22]"
16,"[8, 15, 57]","[15, 8, 57]","[8, 57, 15]"
16,"[11, 52, 57]","[52, 57, 11]","[57, 52, 11]"
16,"[21, 28, 39]","[28, 39, 21]","[28, 39, 21]"
16,"[37, 40, 51]","[51, 40, 37]","[40, 51, 37]"
16,"[0, 3, 5]","[5, 0, 3]","[5, 3, 0]"
16,"[2, 4, 22]","[4, 2, 22]","[4, 2, 22]"
16,"[0, 7, 43]","[7, 0, 43]","[43, 0, 7]"
16,"[1, 44, 48]","[48, 1, 44]","[44, 48, 1]"
16,"[20, 43, 47]","[20, 47, 43]","[20, 43, 47]"
16,"[8, 18, 38]","[8, 38, 18]","[8, 38, 18]"
16,"[11, 13, 14]","[13, 14, 11]","[11, 14, 13]"
16,"[30, 35, 46]","[46, 30, 35]","[46, 35, 30]"
16,"[46, 50, 56]","[56, 50, 46]","[56, 50, 46]"
16,"[9, 31, 45]","[9, 45, 31]","[9, 31, 45]"
16,"[7, 38, 55]","[7, 55, 38]","[38, 55, 7]"
16,"[8, 16, 52]","[16, 52, 8]","[8, 52, 16]"
16,"[7, 38, 49]","[7, 38, 49]","[7, 38, 49]"
16,"[4, 13, 58]","[4, 13, 58]","[4, 13, 58]"
16,"[6, 9, 33]","[9, 33, 6]","[9, 33, 6]"
16,"[18, 39, 59]","[59, 39, 18]","[59, 39, 18]"
16,"[20, 49, 53]","[20, 53, 49]","[20, 53, 49]"
16,"[11, 35, 36]","[36, 11, 35]","[35, 11, 36]"
16,"[4, 7, 47]","[4, 7, 47]","[4, 47, 7]"
16,"[4, 31, 51]","[4, 51, 31]","[4, 31, 51]"
16,"[13, 29, 58]","[29, 13, 58]","[29, 13, 58]"
16,"[12, 18, 21]","[12, 18, 21]","[12, 18, 21]"
16,"[4, 18, 25]","[4, 25, 18]","[4, 18, 25]"
16,"[3, 39, 51]","[51, 39, 3]","[39, 51, 3]"
16,"[16, 22, 37]","[16, 37, 22]","[22, 37, 16]"
16,"[10, 28, 52]","[28, 52, 10]","[28, 52, 10]"
16,"[12, 36, 59]","[36, 59, 12]","[59, 12, 36]"
16,"[23, 35, 37]","[23, 37, 35]","[23, 37, 35]"
16,"[18, 21, 48]","[48, 18, 21]","[48, 21, 18]"
16,"[14, 15, 55]","[55, 15, 14]","[15, 55, 14]"
16,"[27, 36, 59]","[36, 59, 27]","[59, 36, 27]"
16,"[15, 55, 59]","[55, 15, 59]","[55, 15, 59]"
16,"[43, 48, 59]","[48, 59, 43]","[43, 48, 59]"
16,"[22, 42, 54]","[54, 42, 22]","[54, 42, 22]"
16,"[19, 29, 34]","[34, 29, 19]","[29, 19, 34]"
16,"[25, 36, 56]","[36, 56, 25]","[25, 56, 36]"
16,"[4, 29, 40]","[4, 29, 40]","[4, 29, 40]"
16,"[3, 24, 53]","[53, 3, 24]","[53, 3, 24]"
16,"[20, 25, 39]","[20, 39, 25]","[25, 39, 20]"
16,"[1, 36, 37]","[36, 1, 37]","[36, 1, 37]"
16,"[4, 15, 18]","[4, 15, 18]","[4, 15, 18]"
16,"[28, 32, 40]","[40, 28, 32]","[40, 28, 32]"
16,"[24, 35, 43]","[24, 43, 35]","[24, 43, 35]"
16,"[26, 54, 57]","[54, 57, 26]","[57, 54, 26]"
16,"[9, 40, 47]","[9, 40, 47]","[9, 40, 47]"
16,"[13, 23, 32]","[13, 23, 32]","[13, 32, 23]"
16,"[1, 9, 27]","[9, 1, 27]","[9, 1, 27]"
16,"[4, 6, 17]","[4, 17, 6]","[6, 17, 4]"
16,"[5, 17, 42]","[17, 5, 42]","[5, 42, 17]"
16,"[19, 22, 26]","[19, 26, 22]","[19, 26, 22]"
16,"[10, 16, 39]","[16, 39, 10]","[16, 10, 39]"
16,"[16, 40, 47]","[16, 40, 47]","[16, 40, 47]"
16,"[30, 42, 47]","[47, 30, 42]","[47, 30, 42]"
16,"[23, 38, 49]","[23, 38, 49]","[23, 38, 49]"
16,"[15, 50, 53]","[50, 15, 53]","[15, 53, 50]"
16,"[14, 39, 44]","[44, 39, 14]","[39, 44, 14]"
16,"[4, 11, 58]","[4, 11, 58]","[4, 11, 58]"
16,"[10, 20, 59]","[20, 59, 10]","[20, 59, 10]"
16,"[3, 32, 33]","[33, 32, 3]","[32, 33, 3]"
16,"[23, 49, 54]","[54, 23, 49]","[54, 23, 49]"
16,"[5, 34, 59]","[34, 5, 59]","[34, 5, 59]"
16,"[11, 18, 45]","[45, 11, 18]","[45, 11, 18]"
16,"[11, 12, 20]","[20, 11, 12]","[12, 11, 20]"
16,"[32, 36, 48]","[48, 36, 32]","[48, 36, 32]"
16,"[6, 11, 27]","[11, 27, 6]","[27, 11, 6]"
16,"[2, 43, 47]","[2, 47, 43]","[2, 47, 43]"
16,"[4, 25, 49]","[4, 25, 49]","[4, 25, 49]"
16,"[2, 25, 33]","[33, 2, 25]","[33, 2, 25]"
16,"[0, 14, 28]","[28, 14, 0]","[28, 14, 0]"
16,"[1, 15, 39]","[15, 1, 39]","[15, 1, 39]"
16,"[1, 30, 53]","[1, 53, 30]","[1, 53, 30]"
16,"[8, 9, 14]","[9, 8, 14]","[14, 8, 9]"
16,"[2, 10, 31]","[2, 10, 31]","[2, 10, 31]"
16,"[1, 21, 33]","[33, 1, 21]","[33, 1, 21]"
16,"[27, 41, 52]","[52, 27, 41]","[52, 41, 27]"
16,"[12, 56, 59]","[56, 59, 12]","[56, 59, 12]"
16,"[1, 10, 32]","[1, 10, 32]","[10, 1, 32]"
16,"[5, 24, 30]","[5, 30, 24]","[24, 30, 5]"
16,"[17, 39, 45]","[17, 45, 39]","[17, 45, 39]"
16,"[7, 31, 38]","[7, 38, 31]","[7, 38, 31]"
16,"[32, 40, 47]","[40, 47, 32]","[40, 47, 32]"
16,"[4, 10, 31]","[4, 10, 31]","[4, 31, 10]"
17,"[6, 42, 49]","[49, 6, 42]","[49, 6, 42]"
17,"[22, 32, 44]","[44, 32, 22]","[44, 32, 22]"
17,"[22, 26, 54]","[54, 26, 22]","[26, 22, 54]"
17,"[5, 35, 44]","[5, 44, 35]","[5, 44, 35]"
17,"[14, 21, 33]","[33, 14, 21]","[33, 14, 21]"
17,"[4, 41, 59]","[4, 59, 41]","[4, 59, 41]"
17,"[2, 24, 39]","[2, 39, 24]","[39, 2, 24]"
17,"[0, 28, 35]","[28, 0, 35]","[28, 0, 35]"
17,"[9, 27, 34]","[34, 9, 27]","[9, 27, 34]"
17,"[8, 27, 32]","[8, 32, 27]","[8, 32, 27]"
17,"[12, 20, 48]","[48, 20, 12]","[48, 20, 12]"
17,"[11, 14, 21]","[14, 11, 21]","[21, 14, 11]"
17,"[15, 20, 51]","[15, 51, 20]","[20, 15, 51]"
17,"[14, 32, 47]","[47, 32, 14]","[14, 32, 47]"
17,"[13, 14, 38]","[13, 14, 38]","[38, 14, 13]"
17,"[16, 33, 37]","[16, 33, 37]","[33, 37, 16]"
17,"[38, 40, 42]","[40, 38, 42]","[42, 38, 40]"
17,"[7, 29, 54]","[29, 7, 54]","[29, 7, 54]"
17,"[3, 18, 57]","[57, 18, 3]","[3, 57, 18]"
17,"[0, 19, 37]","[19, 0, 37]","[19, 0, 37]"
17,"[6, 36, 42]","[36, 6, 42]","[42, 6, 36]"
17,"[0, 20, 48]","[48, 20, 0]","[0, 48, 20]"
17,"[29, 45, 59]","[29, 45, 59]","[29, 45, 59]"
17,"[5, 13, 35]","[5, 13, 35]","[5, 13, 35]"
17,"[0, 39, 54]","[54, 39, 0]","[54, 39, 0]"
17,"[0, 21, 38]","[38, 0, 21]","[21, 0, 38]"
17,"[24, 27, 49]","[27, 49, 24]","[27, 49, 24]"
17,"[13, 30, 58]","[13, 30, 58]","[13, 30, 58]"
17,"[26, 46, 59]","[46, 59, 26]","[46, 59, 26]"
